#{"t_start": 1764549363.365636, "env_id": "custom-roundabout-v0"}
r,l,t
18.813634,20,396.978161
4.107671,5,397.078447
5.767779,7,397.191743
17.643222,20,397.44951
1.973613,3,397.510718
18.964859,20,397.83244
4.859077,6,397.933388
8.260535,9,398.111663
2.115756,3,398.182211
2.007522,3,398.243491
18.715936,20,398.61111
19.008413,20,399.04865
8.94587,10,399.243445
5.189805,6,399.342182
9.296638,10,399.533597
12.858292,14,399.796659
18.893297,20,400.219903
19.006172,20,400.530157
18.900338,20,400.893614
18.968554,20,401.309015
19.335922,20,401.788876
1.996049,3,401.841377
8.268203,9,402.014194
2.083363,4,402.107336
19.708922,20,402.473618
1.979832,3,402.526159
8.275724,9,402.672896
7.289149,9,402.819277
19.380441,20,403.293822
18.89583,20,403.719591
18.96235,20,404.036586
2.023147,3,404.089429
19.340454,20,404.498995
6.740148,8,404.677671
2.995269,5,404.77783
19.271732,20,405.139668
14.872192,16,405.414993
2.011674,3,405.467677
18.207475,20,405.895685
19.447381,20,406.26666
18.828613,20,406.763182
18.904562,20,407.139126
18.831862,20,407.501268
18.308104,20,407.866015
19.352942,20,408.232864
7.729111,9,408.407273
19.264006,20,408.889976
6.65353,8,409.058822
18.782177,20,409.37024
18.354948,20,409.690927
18.987912,20,410.065724
10.809425,12,410.302468
19.362949,20,411.399982
18.785675,20,411.712698
4.760667,6,411.830467
18.712684,20,412.14188
19.026338,20,412.513301
19.423538,20,412.952882
11.063413,12,413.187386
18.809035,20,413.615812
18.747186,20,413.984376
4.014163,5,414.100504
3.88854,5,414.182338
7.651142,9,414.358529
2.007369,3,414.420554
4.76058,6,414.521373
12.970622,14,414.829241
18.889123,20,415.145512
5.835481,7,415.332189
18.996836,20,415.649166
19.317858,20,415.907126
19.176014,20,416.22302
19.52628,20,416.55425
1.975009,3,416.624254
19.012393,20,416.986695
5.237789,7,417.125253
1.964207,3,417.185425
12.953616,14,417.452004
18.775184,20,417.771514
15.80955,17,418.091434
2.115757,3,418.153394
19.620053,20,418.469263
19.242221,20,418.894056
4.75785,6,419.029134
19.064533,20,419.397547
19.364693,20,419.711567
4.841413,6,419.830197
18.84569,20,420.214215
18.94944,20,420.53001
18.700311,20,420.955543
5.853533,7,421.091603
19.198377,20,421.55266
2.022994,3,421.613694
19.656814,20,421.985153
4.013614,5,422.116634
18.872726,20,422.540058
10.130645,11,422.719794
10.035695,12,422.951189
1.959384,3,423.013456
19.333727,20,423.437532
4.760665,6,423.555892
18.847545,20,423.836733
2.022994,3,423.909738
