#{"t_start": 1764380322.353233, "env_id": "merge-v0"}
r,l,t
7.123592,8,217.550909
7.036894,8,217.756947
7.013645,8,217.952191
10.94543,12,218.274712
10.52649,12,218.600141
6.248121,7,218.734457
6.249538,7,218.921858
3.444444,4,219.032533
7.842258,9,219.256146
11.146709,12,219.590485
6.34445,7,219.788754
12.744162,15,220.184667
7.809082,9,220.386905
8.607489,10,220.608502
3.380339,4,220.715343
7.925275,9,220.935798
11.166667,12,221.235095
11.896766,13,221.636422
10.498712,12,221.957422
5.247191,6,222.107263
7.219721,8,222.324313
6.084777,7,222.52226
11.146709,12,222.859237
10.720934,12,223.186265
4.146217,5,223.323888
4.176639,5,223.467393
10.720934,12,223.807114
13.884011,15,224.19601
7.024867,8,224.384492
10.52649,12,224.715268
11.146709,12,225.036598
6.943197,8,225.274654
11.666667,12,225.578884
10.498712,12,225.892954
13.484007,15,226.280306
5.226841,6,226.438987
7.752456,9,226.662402
10.824999,13,227.020539
11.245775,13,227.366274
11.641821,13,227.751151
7.205654,8,227.962607
11.641821,13,228.350893
13.41179,15,228.737285
7.229618,8,228.936955
5.199621,6,229.09042
10.982266,12,229.398544
4.319963,5,229.51094
10.780605,13,229.902543
11.638889,12,230.213093
6.153128,7,230.394327
10.982266,12,230.73327
7.23939,8,230.911273
7.23939,8,231.111983
8.071289,9,231.356457
7.23939,8,231.569704
6.084777,7,231.763195
7.220343,8,231.978288
7.004618,8,232.164846
10.32667,12,232.477532
13.745123,15,232.868384
11.146709,12,233.166996
6.191635,7,233.318179
4.182115,5,233.452951
7.829753,9,233.663496
11.833333,12,233.954193
11.09121,12,234.298259
11.861111,12,234.612227
7.179147,8,234.822361
6.173431,7,235.008947
7.07839,8,235.205461
4.194626,5,235.331111
11.368931,12,235.661192
10.720934,12,235.995411
6.896704,8,236.229254
7.07839,8,236.421863
7.024867,8,236.604811
6.868926,8,236.847265
7.229618,8,237.061798
8.62694,10,237.295337
7.201841,8,237.505331
13.023887,15,237.880866
4.176639,5,238.016346
6.084777,7,238.207111
4.182115,5,238.339917
10.693157,12,238.665285
4.242299,5,238.806787
6.197267,7,239.006838
7.829753,9,239.224419
3.382123,4,239.329871
10.720934,12,239.637107
6.279333,7,239.822575
5.990292,7,240.005852
10.280988,12,240.322006
11.119208,12,240.671053
10.308766,12,240.98091
11.639166,12,241.263822
7.036894,8,241.481586
5.284129,6,241.63838
11.888889,12,241.937062
11.666667,12,242.242196
7.179147,8,242.428874
10.720934,12,242.760482
10.720934,12,243.083053
6.682436,8,243.293663
10.720934,12,243.626975
3.380339,4,243.737128
6.838991,8,243.948363
5.258593,6,244.103498
10.720934,12,244.441007
11.666667,12,244.749004
10.720934,12,245.072145
11.174487,12,245.414853
7.220343,8,245.62548
8.122311,9,245.857974
10.720934,12,246.183271
6.800554,8,246.401297
4.160322,5,246.537884
8.50242,10,246.763392
11.118931,12,247.103576
12.549718,15,247.569117
11.916932,15,248.015616
13.725165,17,248.448607
11.833333,12,248.749529
10.595713,12,249.089739
7.205654,8,249.286963
4.176639,5,249.419704
13.106234,14,249.747532
8.115861,9,249.985985
11.833333,12,250.299353
7.174063,8,250.498429
11.313375,12,250.819418
5.226841,6,250.972655
4.207864,5,251.089884
11.722222,12,251.372633
7.100501,8,251.583939
6.244518,7,251.778581
5.143868,6,251.926786
7.81448,9,252.165795
6.993402,8,252.364722
10.470934,12,252.675087
11.583611,12,252.981666
7.179147,8,253.196071
10.720934,12,253.498488
11.444444,12,253.804797
7.849189,9,254.023584
7.257396,8,254.234591
8.579711,10,254.485141
6.866505,8,254.706704
6.084777,7,254.88324
4.176639,5,255.025389
8.620004,10,255.262872
10.982266,12,255.601702
7.201841,8,255.815663
7.229618,8,256.027552
5.217793,6,256.17734
12.087487,16,256.622276
11.445763,13,256.943022
11.805821,15,257.371863
11.833599,15,257.771495
8.660926,10,257.981044
15.078455,17,258.461617
10.33389,15,258.918691
4.791197,6,259.074652
7.23939,8,259.287243
6.194982,7,259.49175
6.053402,7,259.66764
7.07839,8,259.870966
7.024867,8,260.082371
10.52649,12,260.4128
5.270885,6,260.564803
7.220343,8,260.767612
11.638889,12,261.056619
6.797854,8,261.240395
7.842258,9,261.454688
7.049781,8,261.646976
8.222556,9,261.880684
11.202264,12,262.20479
3.382123,4,262.305405
7.013645,8,262.504766
3.422222,4,262.617068
7.013645,8,262.821848
5.919612,7,262.997921
11.119208,12,263.3438
10.426495,12,263.677657
7.793726,9,263.887111
11.58432,13,264.256673
10.280908,12,264.528158
4.885991,6,264.680586
11.295091,12,265.027007
